customer_id,first_name,last_name,email,region,segment,acquisition_channel,registration_date,age,gender
CUST00097,Pooja,Kumar,user97@email.com,East,B2B,Direct,2024-09-01,25,Other
CUST00098,Kavya,Davis,user98@email.com,West,B2C,Organic Search,2022-03-05,50,Other
CUST00099,Aarav,Brown,user99@email.com,West,B2C,Social Media,2023-06-15,58,Female
CUST00100,Meera,Gupta,user100@email.com,Central,Enterprise,Social Media,2022-08-26,57,Other
CUST00101,Nikhil,Brown,user101@email.com,Central,B2C,Affiliate,2024-01-22,33,Male
CUST00102,Noah,Jones,user102@email.com,South,B2B,Direct,2023-03-10,57,Other
CUST00103,Amit,Sharma,user103@email.com,West,B2B,Paid Search,2023-08-12,49,Male
CUST00104,Ava,Verma,user104@email.com,East,B2C,Direct,2023-07-06,62,Female
CUST00105,Aarav,Miller,user105@email.com,South,B2C,Referral,2024-05-13,44,Female
CUST00106,William,Shah,user106@email.com,West,B2C,Email,2024-05-12,46,Male
CUST00107,Divya,Shah,user107@email.com,West,B2C,Social Media,2022-05-25,60,Other
CUST00108,Anjali,Davis,user108@email.com,Central,B2C,Referral,2023-07-28,53,Female
CUST00109,Oliver,Jones,user109@email.com,East,B2C,Paid Search,2023-07-01,25,Other
CUST00110,Amit,Kumar,user110@email.com,Central,Enterprise,Referral,2022-10-27,29,Male
CUST00111,Sophia,Garcia,user111@email.com,East,B2B,Affiliate,2022-12-03,51,Other
CUST00112,Sneha,Joshi,user112@email.com,East,B2C,Paid Search,2023-03-16,37,Male
CUST00113,Vikram,Verma,user113@email.com,North,Enterprise,Direct,2024-04-09,36,Other
CUST00114,James,Garcia,user114@email.com,North,B2B,Direct,2022-07-16,36,Female
CUST00115,Nikhil,Smith,user115@email.com,South,Enterprise,Social Media,2024-01-14,48,Male
CUST00116,Suresh,Garcia,user116@email.com,North,B2C,Referral,2022-04-12,21,Male
CUST00117,Ava,Wilson,user117@email.com,East,B2C,Paid Search,2022-08-20,25,Other
CUST00118,Deepa,Taylor,user118@email.com,Central,B2C,Direct,2023-10-09,42,Female
CUST00119,Divya,Wilson,user119@email.com,West,B2C,Direct,2023-11-19,21,Other
CUST00120,William,Joshi,user120@email.com,South,B2C,Organic Search,2022-06-04,28,Male
CUST00121,Shreya,Singh,user121@email.com,South,B2C,Email,2022-09-28,62,Other
CUST00122,Divya,Patel,user122@email.com,South,B2C,Social Media,2023-12-31,62,Female
CUST00123,Emma,Shah,user123@email.com,East,B2B,Referral,2022-04-21,55,Other
CUST00124,Meera,Kumar,user124@email.com,Central,B2C,Paid Search,2022-11-04,35,Male
CUST00125,Priya,Gupta,user125@email.com,East,B2C,Affiliate,2022-04-21,54,Female
CUST00126,Sneha,Jones,user126@email.com,East,B2C,Social Media,2023-11-14,50,Other
CUST00127,Nikhil,Singh,user127@email.com,Central,B2C,Email,2024-02-07,65,Female
CUST00128,Rohit,Sharma,user128@email.com,North,B2C,Referral,2024-07-26,54,Other
CUST00129,William,Verma,user129@email.com,Central,B2C,Affiliate,2022-02-02,29,Female
CUST00130,James,Jones,user130@email.com,East,B2C,Direct,2024-03-17,45,Other
CUST00131,Rahul,Garcia,user131@email.com,East,B2C,Social Media,2024-02-03,60,Male
CUST00132,Amit,Brown,user132@email.com,West,B2C,Email,2022-09-07,53,Male
CUST00133,Rahul,Smith,user133@email.com,East,B2C,Affiliate,2023-12-08,43,Other
CUST00134,Emma,Davis,user134@email.com,West,B2C,Paid Search,2022-01-02,51,Female
CUST00135,William,Garcia,user135@email.com,West,B2B,Paid Search,2024-08-25,35,Other
CUST00136,Mia,Reddy,user136@email.com,West,B2B,Email,2022-07-23,25,Male
CUST00137,Deepa,Shah,user137@email.com,South,B2C,Organic Search,2024-09-05,53,Female
CUST00138,Pooja,Kumar,user138@email.com,West,Enterprise,Referral,2022-05-25,27,Female
CUST00139,Sanjay,Verma,user139@email.com,West,B2B,Email,2023-03-30,33,Female
CUST00140,Vikram,Williams,user140@email.com,South,Enterprise,Direct,2024-05-06,65,Male
CUST00141,Rohit,Brown,user141@email.com,East,Enterprise,Direct,2022-04-19,35,Male
CUST00142,Sophia,Reddy,user142@email.com,Central,B2C,Referral,2023-03-16,49,Male
CUST00143,Shreya,Garcia,user143@email.com,East,B2C,Affiliate,2023-11-25,52,Female
CUST00144,Mia,Smith,user144@email.com,South,Enterprise,Paid Search,2023-12-09,54,Female
CUST00145,Isabella,Brown,user145@email.com,North,B2C,Email,2022-12-29,63,Female
CUST00146,Emma,Mehta,user146@email.com,West,Enterprise,Paid Search,2023-08-23,50,Other
CUST00147,Isabella,Kumar,user147@email.com,West,B2C,Email,2023-05-31,18,Other
CUST00148,Meera,Mehta,user148@email.com,North,B2C,Social Media,2022-08-12,39,Other
CUST00149,James,Singh,user149@email.com,East,B2B,Affiliate,2023-09-10,52,Female
CUST00150,James,Garcia,user150@email.com,Central,B2C,Organic Search,2023-05-07,33,Other
CUST00151,Mia,Reddy,user151@email.com,South,B2B,Email,2024-11-29,24,Other
CUST00152,Nikhil,Gupta,user152@email.com,East,Enterprise,Organic Search,2022-06-06,38,Male
CUST00153,Kavya,Johnson,user153@email.com,West,B2C,Direct,2023-04-01,44,Other
CUST00154,Ava,Gupta,user154@email.com,South,B2C,Direct,2024-11-25,42,Other
CUST00155,Pooja,Garcia,user155@email.com,Central,B2C,Email,2024-11-27,58,Female
CUST00156,Rohit,Sharma,user156@email.com,West,Enterprise,Referral,2023-12-15,52,Male
CUST00157,Nikhil,Johnson,user157@email.com,Central,B2C,Email,2022-04-25,62,Female
CUST00158,Isabella,Reddy,user158@email.com,South,Enterprise,Affiliate,2023-12-11,48,Male
CUST00159,Suresh,Wilson,user159@email.com,East,B2C,Referral,2023-01-04,36,Male
CUST00160,Suresh,Verma,user160@email.com,North,B2C,Referral,2024-10-19,65,Male
CUST00161,Sophia,Garcia,user161@email.com,East,B2B,Paid Search,2024-07-31,56,Female
CUST00162,James,Joshi,user162@email.com,Central,B2C,Affiliate,2022-12-07,64,Other
CUST00163,Liam,Mehta,user163@email.com,North,Enterprise,Referral,2024-11-23,20,Female
CUST00164,Priya,Wilson,user164@email.com,East,B2B,Organic Search,2023-11-16,36,Female
CUST00165,Ananya,Joshi,user165@email.com,South,B2B,Social Media,2023-10-08,51,Other
CUST00166,Liam,Gupta,user166@email.com,East,Enterprise,Email,2023-02-28,36,Other
CUST00167,Ava,Kumar,user167@email.com,West,Enterprise,Paid Search,2023-06-11,32,Other
CUST00168,Suresh,Davis,user168@email.com,East,B2C,Email,2024-11-13,18,Female
CUST00169,Sneha,Jones,user169@email.com,East,B2C,Referral,2024-04-13,34,Other
CUST00170,Liam,Johnson,user170@email.com,North,B2C,Email,2023-08-15,19,Other
CUST00171,Amit,Taylor,user171@email.com,South,B2C,Referral,2024-05-22,47,Other
CUST00172,James,Brown,user172@email.com,North,B2C,Organic Search,2023-04-15,37,Female
CUST00173,Sneha,Shah,user173@email.com,Central,B2C,Email,2022-06-30,41,Other
CUST00174,Meera,Wilson,user174@email.com,South,B2B,Referral,2024-04-19,24,Female
CUST00175,Meera,Verma,user175@email.com,North,B2C,Paid Search,2024-08-14,46,Female
CUST00176,Isabella,Johnson,user176@email.com,North,Enterprise,Social Media,2023-01-02,52,Other
CUST00177,Priya,Williams,user177@email.com,East,B2C,Organic Search,2023-07-12,47,Male
CUST00178,Arjun,Taylor,user178@email.com,North,B2C,Social Media,2024-10-26,33,Male
CUST00179,Arjun,Singh,user179@email.com,Central,B2C,Paid Search,2024-05-27,32,Female
CUST00180,Ava,Taylor,user180@email.com,North,B2C,Paid Search,2022-08-18,26,Other
CUST00181,Ava,Gupta,user181@email.com,North,B2C,Organic Search,2023-01-25,26,Male
CUST00182,Ava,Shah,user182@email.com,Central,B2C,Paid Search,2023-07-11,34,Male
CUST00183,Sophia,Brown,user183@email.com,Central,B2C,Organic Search,2022-07-16,48,Female
CUST00184,Sanjay,Wilson,user184@email.com,North,B2C,Paid Search,2023-07-17,57,Male
CUST00185,Sanjay,Reddy,user185@email.com,West,B2C,Organic Search,2024-10-20,21,Female
CUST00186,Meera,Kumar,user186@email.com,West,B2B,Email,2023-09-16,22,Male
CUST00187,Deepa,Mehta,user187@email.com,North,B2C,Direct,2023-05-16,58,Other
CUST00188,Oliver,Smith,user188@email.com,West,Enterprise,Direct,2024-05-01,36,Female
CUST00189,Deepa,Brown,user189@email.com,North,B2B,Organic Search,2024-02-25,59,Other
CUST00190,Sophia,Joshi,user190@email.com,West,B2C,Paid Search,2024-05-06,44,Female
CUST00191,Suresh,Brown,user191@email.com,North,B2C,Social Media,2023-12-06,60,Female
CUST00192,Vikram,Garcia,user192@email.com,North,B2C,Organic Search,2023-08-05,23,Female
CUST00193,Sophia,Johnson,user193@email.com,South,B2C,Direct,2022-05-31,53,Other
CUST00194,Emma,Kumar,user194@email.com,West,B2C,Referral,2023-05-28,45,Other
CUST00195,Divya,Taylor,user195@email.com,East,B2C,Direct,2022-03-21,50,Male
CUST00196,Emma,Garcia,user196@email.com,South,B2B,Social Media,2022-08-29,53,Female
CUST00197,William,Verma,user197@email.com,Central,B2C,Email,2022-06-28,53,Other
CUST00198,Emma,Davis,user198@email.com,North,B2C,Referral,2024-08-11,62,Female
CUST00199,Ananya,Verma,user199@email.com,East,Enterprise,Social Media,2022-02-14,18,Male
CUST00200,Kiran,Williams,user200@email.com,North,B2C,Referral,2022-08-11,19,Male
CUST00201,Arjun,Williams,user201@email.com,West,B2C,Paid Search,2024-04-04,41,Female
CUST00202,William,Wilson,user202@email.com,Central,B2C,Organic Search,2023-05-19,27,Male
CUST00203,Priya,Singh,user203@email.com,East,B2C,Email,2024-08-17,49,Other
CUST00204,Meera,Verma,user204@email.com,South,B2B,Organic Search,2023-11-18,40,Female
CUST00205,Divya,Wilson,user205@email.com,West,B2C,Social Media,2022-06-22,20,Male
CUST00206,Deepa,Patel,user206@email.com,North,B2C,Paid Search,2023-09-07,26,Female
CUST00207,Amit,Kumar,user207@email.com,North,B2C,Email,2023-03-26,29,Male
CUST00208,Shreya,Shah,user208@email.com,Central,B2C,Referral,2023-08-14,40,Male
CUST00209,Isabella,Patel,user209@email.com,West,B2C,Organic Search,2023-09-09,38,Other
CUST00210,Kiran,Williams,user210@email.com,West,B2C,Email,2023-10-29,19,Female
CUST00211,Ava,Taylor,user211@email.com,West,B2B,Social Media,2022-09-24,23,Female
CUST00212,Pooja,Brown,user212@email.com,Central,B2C,Organic Search,2022-06-14,43,Female
CUST00213,Pooja,Smith,user213@email.com,South,B2C,Referral,2023-06-12,25,Other
CUST00214,Arjun,Johnson,user214@email.com,East,B2B,Affiliate,2024-03-03,59,Male
CUST00215,Sneha,Mehta,user215@email.com,East,B2C,Direct,2023-01-03,27,Other
CUST00216,Ananya,Garcia,user216@email.com,West,B2B,Affiliate,2022-04-28,55,Female
CUST00217,Mia,Wilson,user217@email.com,Central,B2C,Referral,2024-11-24,38,Male
CUST00218,Rahul,Garcia,user218@email.com,West,B2C,Affiliate,2023-11-15,35,Other
CUST00219,Kavya,Miller,user219@email.com,North,B2C,Email,2022-03-29,20,Male
CUST00220,Liam,Reddy,user220@email.com,North,B2C,Affiliate,2023-07-27,23,Other
CUST00221,Sanjay,Williams,user221@email.com,West,B2C,Affiliate,2024-07-11,65,Male
CUST00222,Mia,Wilson,user222@email.com,South,B2C,Email,2023-11-30,50,Male
CUST00223,Nikhil,Kumar,user223@email.com,East,Enterprise,Organic Search,2022-04-07,50,Other
CUST00224,Priya,Shah,user224@email.com,West,Enterprise,Direct,2022-09-26,51,Other
CUST00225,Kavya,Johnson,user225@email.com,East,B2C,Affiliate,2022-09-04,39,Other
CUST00226,Priya,Smith,user226@email.com,North,B2C,Direct,2024-07-17,61,Female
CUST00227,Rohit,Taylor,user227@email.com,South,B2C,Direct,2023-03-18,60,Male
CUST00228,Divya,Williams,user228@email.com,South,B2C,Organic Search,2023-06-28,37,Other
CUST00229,James,Smith,user229@email.com,South,B2C,Affiliate,2023-08-09,65,Other
CUST00230,Rahul,Brown,user230@email.com,Central,B2C,Social Media,2024-03-28,37,Male
CUST00231,Amit,Garcia,user231@email.com,South,B2C,Paid Search,2022-11-29,27,Male
CUST00232,Isabella,Kumar,user232@email.com,Central,B2B,Affiliate,2023-04-05,65,Other
CUST00233,Emma,Smith,user233@email.com,Central,B2C,Email,2022-02-28,27,Male
CUST00234,Liam,Taylor,user234@email.com,South,B2B,Organic Search,2022-10-08,44,Female
CUST00235,Sophia,Shah,user235@email.com,West,B2C,Affiliate,2024-11-16,65,Female
CUST00236,Shreya,Shah,user236@email.com,East,Enterprise,Affiliate,2022-12-30,48,Male
CUST00237,Emma,Wilson,user237@email.com,West,B2C,Social Media,2023-07-26,42,Other
CUST00238,Meera,Gupta,user238@email.com,South,B2B,Paid Search,2024-03-30,34,Male
CUST00239,Anjali,Johnson,user239@email.com,Central,Enterprise,Referral,2024-09-23,51,Male
CUST00240,Rahul,Gupta,user240@email.com,East,B2C,Direct,2023-03-19,27,Female
CUST00241,Mia,Shah,user241@email.com,West,B2B,Organic Search,2022-05-23,44,Male
CUST00242,Sanjay,Johnson,user242@email.com,South,B2C,Organic Search,2023-09-08,41,Male
CUST00243,Amit,Kumar,user243@email.com,East,B2B,Paid Search,2022-02-13,20,Female
CUST00244,Oliver,Mehta,user244@email.com,West,B2C,Organic Search,2024-01-04,23,Male
CUST00245,Arjun,Mehta,user245@email.com,Central,Enterprise,Direct,2023-02-02,51,Female
CUST00246,William,Reddy,user246@email.com,South,B2C,Organic Search,2022-06-22,33,Female
CUST00247,Ava,Taylor,user247@email.com,West,B2C,Affiliate,2024-09-19,49,Other
CUST00248,Aarav,Miller,user248@email.com,Central,B2C,Paid Search,2024-04-12,36,Female
CUST00249,Deepa,Johnson,user249@email.com,South,B2C,Paid Search,2022-01-03,60,Other
CUST00250,Sanjay,Johnson,user250@email.com,North,Enterprise,Direct,2022-05-13,50,Other
CUST00251,Aarav,Williams,user251@email.com,West,B2C,Email,2024-05-10,41,Female
CUST00252,Kavya,Singh,user252@email.com,East,B2C,Referral,2022-01-26,58,Male
CUST00253,Sophia,Smith,user253@email.com,South,B2C,Direct,2024-06-22,39,Other
CUST00254,Liam,Jones,user254@email.com,West,B2C,Affiliate,2022-09-29,26,Male
CUST00255,Priya,Reddy,user255@email.com,South,B2C,Paid Search,2023-12-12,20,Female
CUST00256,Sanjay,Williams,user256@email.com,Central,B2C,Organic Search,2023-04-27,59,Male
CUST00257,Kavya,Patel,user257@email.com,East,B2C,Affiliate,2023-03-21,41,Female
CUST00258,Sophia,Jones,user258@email.com,West,B2C,Paid Search,2023-09-14,49,Other
CUST00259,Kavya,Miller,user259@email.com,East,B2B,Referral,2024-02-12,45,Male
CUST00260,Deepa,Gupta,user260@email.com,Central,B2C,Organic Search,2023-10-31,23,Female
CUST00261,Divya,Reddy,user261@email.com,West,B2C,Email,2024-10-23,28,Other
CUST00262,Kavya,Jones,user262@email.com,North,B2B,Social Media,2023-11-21,57,Female
CUST00263,James,Patel,user263@email.com,North,B2C,Email,2023-03-03,41,Other
CUST00264,Ananya,Sharma,user264@email.com,South,B2B,Referral,2024-11-21,46,Male
CUST00265,Rahul,Shah,user265@email.com,East,B2C,Direct,2022-07-16,20,Other
CUST00266,Emma,Jones,user266@email.com,East,B2C,Affiliate,2022-08-27,22,Other
CUST00267,Sanjay,Johnson,user267@email.com,West,B2C,Social Media,2022-08-02,33,Male
CUST00268,Sophia,Gupta,user268@email.com,West,B2C,Direct,2022-02-10,25,Female
CUST00269,Oliver,Jones,user269@email.com,South,Enterprise,Social Media,2023-02-09,62,Female
CUST00270,Sneha,Mehta,user270@email.com,North,B2C,Referral,2022-11-07,46,Male
CUST00271,Isabella,Smith,user271@email.com,East,B2B,Direct,2024-11-25,52,Female
CUST00272,Isabella,Gupta,user272@email.com,South,B2B,Direct,2023-04-11,32,Male
CUST00273,Ava,Mehta,user273@email.com,South,B2B,Organic Search,2022-11-09,41,Other
CUST00274,Kavya,Jones,user274@email.com,Central,B2C,Organic Search,2024-06-08,22,Female
CUST00275,Oliver,Garcia,user275@email.com,Central,B2C,Email,2023-09-11,54,Male
CUST00276,Amit,Singh,user276@email.com,West,B2C,Direct,2022-07-14,40,Male
CUST00277,James,Wilson,user277@email.com,South,B2B,Paid Search,2024-05-06,45,Other
CUST00278,Liam,Kumar,user278@email.com,Central,B2C,Paid Search,2022-03-28,28,Female
CUST00279,Kavya,Miller,user279@email.com,East,B2B,Social Media,2022-12-17,30,Other
CUST00280,Rohit,Mehta,user280@email.com,East,B2C,Organic Search,2024-05-05,50,Other
CUST00281,Kiran,Wilson,user281@email.com,South,B2C,Direct,2022-09-19,64,Other
CUST00282,Liam,Wilson,user282@email.com,North,B2B,Organic Search,2023-06-09,23,Male
CUST00283,William,Wilson,user283@email.com,East,B2C,Affiliate,2024-09-23,54,Female
CUST00284,James,Sharma,user284@email.com,West,B2B,Direct,2024-08-18,36,Other
CUST00285,Anjali,Shah,user285@email.com,West,B2C,Organic Search,2023-04-15,62,Male
CUST00286,Nikhil,Brown,user286@email.com,West,B2C,Social Media,2022-09-03,56,Male
CUST00287,Isabella,Smith,user287@email.com,East,Enterprise,Paid Search,2023-05-01,41,Other
CUST00288,Sneha,Smith,user288@email.com,South,B2C,Social Media,2024-05-22,46,Male
CUST00289,Sneha,Patel,user289@email.com,East,Enterprise,Affiliate,2022-08-07,57,Female
CUST00290,Isabella,Gupta,user290@email.com,East,Enterprise,Referral,2023-01-21,38,Male
CUST00291,Anjali,Miller,user291@email.com,West,B2C,Social Media,2022-09-05,49,Male
CUST00292,Suresh,Miller,user292@email.com,West,Enterprise,Paid Search,2022-05-20,55,Female
CUST00293,Priya,Reddy,user293@email.com,West,B2C,Affiliate,2022-03-17,59,Other
CUST00294,Divya,Davis,user294@email.com,North,B2B,Email,2024-01-02,26,Female
CUST00295,William,Williams,user295@email.com,East,B2C,Organic Search,2023-07-23,54,Other
CUST00296,Kavya,Davis,user296@email.com,East,B2C,Direct,2022-10-30,46,Other
CUST00297,Liam,Taylor,user297@email.com,Central,B2C,Organic Search,2023-03-11,43,Female
CUST00298,Shreya,Johnson,user298@email.com,South,B2C,Direct,2023-06-11,43,Other
CUST00299,Priya,Patel,user299@email.com,South,B2B,Affiliate,2022-03-04,48,Other
CUST00300,Vikram,Taylor,user300@email.com,Central,B2C,Direct,2023-12-11,38,Male
CUST00301,Deepa,Reddy,user301@email.com,Central,B2C,Affiliate,2023-09-03,50,Other
CUST00302,Oliver,Wilson,user302@email.com,East,B2C,Organic Search,2024-01-31,41,Female
CUST00303,Sneha,Brown,user303@email.com,Central,B2C,Referral,2024-11-12,62,Other
CUST00304,Deepa,Garcia,user304@email.com,East,Enterprise,Affiliate,2022-02-11,55,Other
CUST00305,Sophia,Patel,user305@email.com,Central,B2C,Direct,2022-12-20,58,Other
CUST00306,William,Williams,user306@email.com,South,B2B,Paid Search,2024-08-20,20,Other
